population,time
50,2.1340370178222656
50,2.1005961894989014
50,2.083871841430664
50,2.0581417083740234
50,2.040998935699463
50,2.08221435546875
50,2.0636839866638184
50,2.06547212600708
50,2.0937609672546387
50,2.089158535003662
100,2.040940523147583
100,2.082205057144165
100,2.0685877799987793
100,2.0412933826446533
100,2.0319559574127197
100,2.0356690883636475
100,2.057729482650757
100,2.0530004501342773
100,2.0464131832122803
100,2.085209369659424
150,2.053321599960327
150,2.0918357372283936
150,2.0727057456970215
150,2.081313133239746
150,2.0776233673095703
150,2.066249370574951
150,2.08617901802063
150,2.0708730220794678
150,2.06585693359375
150,2.076256275177002
200,2.0666205883026123
200,2.085003614425659
200,2.0649688243865967
200,2.0812830924987793
200,2.0806896686553955
200,2.084158420562744
200,2.075091600418091
200,2.0860788822174072
200,2.0823426246643066
200,2.05051326751709
250,2.023003578186035
250,2.0696356296539307
250,2.047008991241455
250,2.061000108718872
250,2.050877571105957
250,2.0494768619537354
250,2.044799566268921
250,2.0447804927825928
250,2.076756238937378
250,2.0929667949676514
300,2.0408780574798584
300,2.078049659729004
300,2.0742180347442627
300,2.046376943588257
300,2.0770461559295654
300,2.069610595703125
300,2.0560786724090576
300,2.059028148651123
300,2.077758312225342
300,2.0710532665252686
350,2.0832693576812744
350,2.06721568107605
350,2.0961406230926514
350,2.075202226638794
350,2.0689239501953125
350,2.0835065841674805
350,2.0568394660949707
350,2.0994794368743896
350,2.0436713695526123
350,2.0603079795837402
400,2.050875425338745
400,2.0767550468444824
400,2.070133924484253
400,2.102001905441284
400,2.078369617462158
400,2.0990941524505615
400,2.0629520416259766
400,2.0653235912323
400,2.0988903045654297
400,2.0582311153411865
450,2.044677257537842
450,2.085261344909668
450,2.082066059112549
450,2.074272394180298
450,2.0816943645477295
450,2.0509657859802246
450,2.0675926208496094
450,2.054675817489624
450,2.0811262130737305
450,2.0754318237304688
500,2.0633885860443115
500,2.080730438232422
500,2.077216625213623
500,2.0616791248321533
500,2.0492351055145264
500,2.063401937484741
500,2.0832433700561523
500,2.050267457962036
500,2.085360050201416
500,2.078165292739868
550,2.087601900100708
550,2.0500636100769043
550,2.080960273742676
550,2.041837692260742
550,2.0981476306915283
550,2.0824813842773438
550,2.0727767944335938
550,2.0493433475494385
550,2.087702751159668
550,2.0982470512390137
600,2.0897741317749023
600,2.071112632751465
600,2.0797386169433594
600,2.057471752166748
600,2.074195146560669
600,2.057807207107544
600,2.056950330734253
600,2.0650317668914795
600,2.074782133102417
600,2.087031841278076
650,2.1278645992279053
650,2.0848302841186523
650,2.0711147785186768
650,2.0639774799346924
650,2.0690486431121826
650,2.0749220848083496
650,2.100165605545044
650,2.0669283866882324
650,2.0763232707977295
650,2.057720184326172
700,2.0690722465515137
700,2.098365545272827
700,2.0593271255493164
700,2.097550392150879
700,2.080096483230591
700,2.059476375579834
700,2.0620572566986084
700,2.0873863697052
700,2.065715789794922
700,2.081598997116089
750,2.074169635772705
750,2.0903327465057373
750,2.0655646324157715
750,2.077169895172119
750,2.0815043449401855
750,2.0712597370147705
750,2.076598882675171
750,2.0868608951568604
750,2.0823023319244385
750,2.0741519927978516
800,2.0347437858581543
800,2.0478694438934326
800,2.068946361541748
800,2.0647504329681396
800,2.086744546890259
800,2.0846059322357178
800,2.0756494998931885
800,2.070733070373535
800,2.07541823387146
800,2.068848133087158
850,2.040553092956543
850,2.0691230297088623
850,2.0760698318481445
850,2.0741775035858154
850,2.065842866897583
850,2.0823323726654053
850,2.0686264038085938
850,2.0564796924591064
850,2.0492000579833984
850,2.0719141960144043
900,2.045884370803833
900,2.078638792037964
900,2.0881388187408447
900,2.047483444213867
900,2.064030408859253
900,2.075056791305542
900,2.0874557495117188
900,2.0998587608337402
900,2.0678648948669434
900,2.0754573345184326
950,2.066040515899658
950,2.085352659225464
950,2.0476338863372803
950,2.098808765411377
950,2.079280376434326
950,2.0975735187530518
950,2.0954010486602783
950,2.091881513595581
950,2.073679208755493
950,2.0796079635620117
1000,2.048743724822998
1000,2.085874319076538
1000,2.072432279586792
1000,2.0712149143218994
1000,2.096611499786377
1000,2.0838875770568848
1000,2.0845367908477783
1000,2.1011390686035156
1000,2.056011199951172
1000,2.054701328277588
