population,friendships,time
350,6125,2.078120231628418
350,6125,2.0626301765441895
350,6125,2.062495708465576
400,8000,2.062558174133301
400,8000,2.0937676429748535
400,8000,2.062182903289795
400,8000,2.0624327659606934
400,8000,2.062509775161743
400,8000,2.0468857288360596
400,8000,2.0781240463256836
400,8000,2.0782217979431152
400,8000,2.0625083446502686
400,8000,2.0781188011169434
400,8000,2.0625131130218506
400,8000,2.078129768371582
400,8000,2.0781197547912598
400,8000,2.062591791152954
400,8000,2.062502384185791
400,8000,2.0468332767486572
400,8000,2.0470073223114014
400,8000,2.0780680179595947
400,8000,2.0781192779541016
400,8000,2.062445640563965
400,8000,2.093743324279785
400,8000,2.0780797004699707
400,8000,2.0937414169311523
400,8000,2.078124523162842
400,8000,2.0624916553497314
400,8000,2.078125238418579
400,8000,2.0626230239868164
400,8000,2.078125238418579
400,8000,2.093743324279785
400,8000,2.093817710876465
450,10125,2.0470290184020996
450,10125,2.078227996826172
450,10125,2.0468316078186035
450,10125,2.0625181198120117
450,10125,2.063138723373413
450,10125,2.0782570838928223
450,10125,2.0938830375671387
450,10125,2.062504529953003
450,10125,2.0468785762786865
450,10125,2.062537908554077
450,10125,2.0781545639038086
450,10125,2.062621831893921
450,10125,2.0781257152557373
450,10125,2.0625085830688477
450,10125,2.0625672340393066
450,10125,2.1093695163726807
450,10125,2.062492609024048
450,10125,2.0468931198120117
450,10125,2.0624756813049316
450,10125,2.0783257484436035
450,10125,2.062525749206543
450,10125,2.062375783920288
450,10125,2.062408685684204
450,10125,2.031248092651367
450,10125,2.046999931335449
450,10125,2.0468862056732178
450,10125,2.0625
450,10125,2.08337664604187
450,10125,2.0528080463409424
450,10125,2.0625555515289307
500,12500,2.0729660987854004
500,12500,2.0505716800689697
500,12500,2.093920946121216
500,12500,2.078266143798828
500,12500,2.0625054836273193
500,12500,2.067917823791504
500,12500,2.0730412006378174
500,12500,2.0635018348693848
500,12500,2.0468742847442627
500,12500,2.0781404972076416
500,12500,2.062498092651367
500,12500,2.0837347507476807
500,12500,2.057835340499878
500,12500,2.0781564712524414
500,12500,2.078125238418579
500,12500,2.0434048175811768
500,12500,2.0937442779541016
500,12500,2.071897029876709
500,12500,2.0625319480895996
500,12500,2.0802438259124756
500,12500,2.0658912658691406
500,12500,2.0510292053222656
500,12500,2.0443124771118164
500,12500,2.0430240631103516
500,12500,2.0861895084381104
500,12500,2.033712863922119
500,12500,2.073068857192993
500,12500,2.0796213150024414
500,12500,2.0834481716156006
500,12500,2.0974814891815186
550,15125,2.063905715942383
550,15125,2.089162826538086
550,15125,2.042280912399292
550,15125,2.059471845626831
550,15125,2.0458433628082275
550,15125,2.0571887493133545
550,15125,2.0638351440429688
550,15125,2.0663347244262695
550,15125,2.037200450897217
550,15125,2.0531699657440186
550,15125,2.0476977825164795
550,15125,2.041240692138672
550,15125,2.0715761184692383
550,15125,2.0797884464263916
550,15125,2.0410420894622803
550,15125,2.0794551372528076
550,15125,2.0772738456726074
550,15125,2.078747510910034
550,15125,2.0312235355377197
550,15125,2.0624969005584717
550,15125,2.0470128059387207
550,15125,2.0722243785858154
550,15125,2.0999250411987305
550,15125,2.0800278186798096
550,15125,2.078125
550,15125,2.046931028366089
550,15125,2.078099250793457
550,15125,2.0624892711639404
550,15125,2.0937538146972656
550,15125,2.0625414848327637
600,18000,2.1361732482910156
600,18000,2.0709493160247803
600,18000,2.0756804943084717
600,18000,2.0594334602355957
600,18000,2.059121608734131
600,18000,2.046267032623291
600,18000,2.056339979171753
600,18000,2.0600504875183105
600,18000,2.0688998699188232
600,18000,2.06453537940979
600,18000,2.0837724208831787
600,18000,2.0612571239471436
600,18000,2.0644450187683105
600,18000,2.0531091690063477
600,18000,2.0759332180023193
600,18000,2.0836703777313232
600,18000,2.0510103702545166
600,18000,2.0764665603637695
600,18000,2.068310022354126
600,18000,2.104764461517334
600,18000,2.0529143810272217
600,18000,2.053927183151245
600,18000,2.070723533630371
600,18000,2.0764386653900146
600,18000,2.0562314987182617
600,18000,2.0375027656555176
600,18000,2.066502809524536
600,18000,2.057935953140259
600,18000,2.0634026527404785
600,18000,2.0467395782470703
650,21125,2.065218448638916
650,21125,2.0637760162353516
650,21125,2.063375473022461
650,21125,2.0512614250183105
650,21125,2.0710740089416504
650,21125,2.095466136932373
650,21125,2.0426559448242188
650,21125,2.0553953647613525
650,21125,2.0848991870880127
650,21125,2.036724805831909
650,21125,2.059398651123047
650,21125,2.073831558227539
650,21125,2.0549890995025635
650,21125,2.0635693073272705
650,21125,2.0312674045562744
650,21125,2.041353940963745
650,21125,2.078192949295044
650,21125,2.0692944526672363
650,21125,2.0639474391937256
650,21125,2.0795650482177734
650,21125,2.063568115234375
650,21125,2.0657007694244385
650,21125,2.053510904312134
650,21125,2.0462465286254883
650,21125,2.0586886405944824
650,21125,2.045147657394409
650,21125,2.054189920425415
650,21125,2.0857744216918945
650,21125,2.046452522277832
650,21125,2.071622371673584
700,24500,2.047459363937378
700,24500,2.0608277320861816
700,24500,2.058662176132202
700,24500,2.0815958976745605
700,24500,2.0678818225860596
700,24500,2.1002440452575684
700,24500,2.053474187850952
700,24500,2.0803706645965576
700,24500,2.05139422416687
700,24500,2.0384738445281982
700,24500,2.045224666595459
700,24500,2.0484061241149902
700,24500,2.0469815731048584
700,24500,2.063438653945923
700,24500,2.048701524734497
700,24500,2.0607573986053467
700,24500,2.086029529571533
700,24500,2.087681293487549
700,24500,2.0246567726135254
700,24500,2.0680716037750244
700,24500,2.0699920654296875
700,24500,2.052820920944214
700,24500,2.0792651176452637
700,24500,2.041672945022583
700,24500,2.0517914295196533
700,24500,2.0543761253356934
700,24500,2.0872178077697754
700,24500,2.062561511993408
700,24500,2.074489116668701
700,24500,2.0312466621398926
750,28125,2.054797649383545
750,28125,2.06896710395813
750,28125,2.059739828109741
750,28125,2.0497794151306152
750,28125,2.0826027393341064
750,28125,2.0919511318206787
750,28125,2.069315195083618
750,28125,2.0600357055664062
750,28125,2.0532610416412354
750,28125,2.069786310195923
750,28125,2.051912784576416
750,28125,2.0566976070404053
750,28125,2.0675365924835205
750,28125,2.039051055908203
750,28125,2.050945997238159
750,28125,2.050309896469116
750,28125,2.047424077987671
750,28125,2.0814836025238037
750,28125,2.0780606269836426
750,28125,2.051576614379883
750,28125,2.0468270778656006
750,28125,2.0765254497528076
750,28125,2.053023099899292
750,28125,2.0752906799316406
750,28125,2.0696065425872803
750,28125,2.075963020324707
750,28125,2.0811219215393066
750,28125,2.0567736625671387
750,28125,2.0601820945739746
750,28125,2.051520347595215
800,32000,2.057102918624878
800,32000,2.0742383003234863
800,32000,2.0883524417877197
800,32000,2.05045747756958
800,32000,2.062696695327759
800,32000,2.080124855041504
800,32000,2.0551109313964844
800,32000,2.0824837684631348
800,32000,2.0937414169311523
800,32000,2.054873466491699
800,32000,2.0428247451782227
800,32000,2.0625574588775635
800,32000,2.051003932952881
800,32000,2.05857253074646
800,32000,2.073166608810425
800,32000,2.0625483989715576
800,32000,2.0312681198120117
800,32000,2.062628984451294
800,32000,2.0391414165496826
800,32000,2.0311777591705322
800,32000,2.078120231628418
800,32000,2.0627708435058594
800,32000,2.0834155082702637
800,32000,2.07812762260437
800,32000,2.0780932903289795
800,32000,2.046882152557373
800,32000,2.06602144241333
800,32000,2.0781924724578857
800,32000,2.07814621925354
800,32000,2.0625534057617188
850,36125,2.064110517501831
850,36125,2.0728201866149902
850,36125,2.0937466621398926
850,36125,2.061405897140503
850,36125,2.0778794288635254
850,36125,2.1171765327453613
850,36125,2.076735734939575
850,36125,2.036707878112793
850,36125,2.066037654876709
850,36125,2.066161870956421
850,36125,2.0667381286621094
850,36125,2.087843179702759
850,36125,2.0736565589904785
850,36125,2.0562615394592285
850,36125,2.0689382553100586
850,36125,2.088487148284912
850,36125,2.0776402950286865
850,36125,2.0481510162353516
850,36125,2.0598549842834473
850,36125,2.0817928314208984
850,36125,2.0807347297668457
850,36125,2.0655643939971924
850,36125,2.0636355876922607
850,36125,2.0634827613830566
850,36125,2.077220916748047
850,36125,2.040520429611206
850,36125,2.063025712966919
850,36125,2.079098701477051
850,36125,2.0399820804595947
850,36125,2.055554151535034
900,40500,2.0952343940734863
900,40500,2.0768609046936035
900,40500,2.0707008838653564
900,40500,2.0532314777374268
900,40500,2.045356035232544
900,40500,2.0292301177978516
900,40500,2.065985918045044
900,40500,2.067897319793701
900,40500,2.069855213165283
900,40500,2.0474071502685547
900,40500,2.078885078430176
900,40500,2.079331874847412
900,40500,2.0524449348449707
900,40500,2.0625948905944824
900,40500,2.0435538291931152
900,40500,2.050402879714966
900,40500,2.0695035457611084
900,40500,2.072955369949341
900,40500,2.064177989959717
900,40500,2.0408239364624023
900,40500,2.0361404418945312
900,40500,2.085113048553467
900,40500,2.0529732704162598
900,40500,2.0861024856567383
900,40500,2.050464391708374
900,40500,2.0901124477386475
900,40500,2.0451853275299072
900,40500,2.0727643966674805
900,40500,2.052591323852539
900,40500,2.075089454650879
950,45125,2.0422890186309814
950,45125,2.0583388805389404
950,45125,2.0395236015319824
950,45125,2.0795490741729736
950,45125,2.0588881969451904
950,45125,2.0809526443481445
950,45125,2.0664384365081787
950,45125,2.0614266395568848
950,45125,2.071726083755493
950,45125,2.045619487762451
950,45125,2.0491020679473877
950,45125,2.0530307292938232
950,45125,2.039400339126587
950,45125,2.0711653232574463
950,45125,2.075183153152466
950,45125,2.0601913928985596
950,45125,2.0551743507385254
950,45125,2.075207471847534
950,45125,2.055402994155884
950,45125,2.06630539894104
950,45125,2.030947685241699
950,45125,2.089020252227783
950,45125,2.066774845123291
950,45125,2.0770652294158936
950,45125,2.0512027740478516
950,45125,2.0601296424865723
950,45125,2.0468881130218506
950,45125,2.0623779296875
950,45125,2.040165662765503
950,45125,2.074204683303833
1000,50000,2.0589823722839355
1000,50000,2.0641708374023438
1000,50000,2.06250262260437
1000,50000,2.078200101852417
1000,50000,2.0697484016418457
1000,50000,2.0454628467559814
1000,50000,2.06355619430542
1000,50000,2.070230722427368
1000,50000,2.0592238903045654
1000,50000,2.0307459831237793
1000,50000,2.0534520149230957
1000,50000,2.047787666320801
1000,50000,2.069030523300171
1000,50000,2.055384635925293
1000,50000,2.0538179874420166
1000,50000,2.0758416652679443
1000,50000,2.048366069793701
1000,50000,2.07421875
1000,50000,2.0268654823303223
1000,50000,2.0625641345977783
1000,50000,2.062608003616333
1000,50000,2.0598442554473877
1000,50000,2.0719285011291504
1000,50000,2.062727689743042
1000,50000,2.0639398097991943
1000,50000,2.0541038513183594
1000,50000,2.062640905380249
1000,50000,2.0470943450927734
1000,50000,2.0737481117248535
1000,50000,2.044729232788086
